transaction_id,timestamp,system_type,amount,status
41,2025-01-10 09:13:00,ATM,4284.08,FAILED
42,2025-01-22 03:16:53,Sensor,3667.72,SUCCESS
43,2025-01-23 23:23:47,Web,1165.31,SUCCESS
44,2025-01-08 13:35:27,Mobile,755.44,SUCCESS
45,2025-01-28 07:03:50,Web,3811.25,SUCCESS
46,2025-01-26 02:22:25,Mobile,1736.91,SUCCESS
47,2025-01-23 02:07:34,ATM,2370.57,FAILED
48,2025-01-12 22:54:17,ATM,321.57,SUCCESS
49,2025-01-01 21:31:35,ATM,4371.91,SUCCESS
50,2025-01-29 23:41:08,ATM,2154.98,SUCCESS
51,2025-01-08 09:58:19,ATM,3345.11,SUCCESS
52,2025-01-26 18:15:26,Mobile,729.03,SUCCESS
53,2025-01-15 12:09:23,Sensor,3155.78,SUCCESS
54,2025-01-25 05:31:22,Sensor,2388.63,SUCCESS
55,2025-01-12 22:32:38,ATM,3876.84,SUCCESS
56,2025-01-09 14:30:57,ATM,3070.06,SUCCESS
57,2025-01-08 16:54:46,Sensor,4548.54,SUCCESS
58,2025-01-24 07:33:18,Sensor,1870.22,SUCCESS
59,2025-01-02 01:11:52,Web,2216.37,SUCCESS
60,2025-01-16 05:33:32,Mobile,449.79,SUCCESS
61,2025-01-28 12:57:11,Sensor,4312.02,SUCCESS
62,2025-01-11 22:55:03,Mobile,4180.25,SUCCESS
63,2025-01-21 09:31:11,Web,931.69,SUCCESS
64,2025-01-30 02:20:18,Mobile,3950.05,SUCCESS
65,2025-01-06 07:28:43,ATM,3503.47,SUCCESS
66,2025-01-15 13:36:02,ATM,699.91,SUCCESS
67,2025-01-12 07:18:56,Mobile,122.06,SUCCESS
68,2025-01-08 00:14:51,Mobile,1195.55,SUCCESS
69,2025-01-11 08:50:21,Web,4539.83,SUCCESS
70,2025-01-15 10:01:29,Web,2862.06,SUCCESS
71,2025-01-28 08:55:14,Sensor,2066.77,SUCCESS
72,2025-01-17 12:08:45,Mobile,726.91,SUCCESS
73,2025-01-16 09:52:31,Web,4324.87,SUCCESS
74,2025-01-11 00:42:40,Mobile,1876.65,SUCCESS
75,2025-01-14 03:13:55,Sensor,546.76,SUCCESS
76,2025-01-22 06:15:26,Web,2463.9,SUCCESS
77,2025-01-05 02:36:11,Sensor,2449.86,SUCCESS
78,2025-01-18 22:31:21,Web,823.29,SUCCESS
79,2025-01-29 17:53:52,ATM,2283.09,SUCCESS
80,2025-01-24 14:46:37,Sensor,4905.51,SUCCESS
81,2025-01-06 02:31:35,ATM,3328.01,SUCCESS
82,2025-01-07 19:12:30,Sensor,3993.86,SUCCESS
83,2025-01-05 15:25:39,Web,4026.11,SUCCESS
84,2025-01-14 13:55:35,Sensor,1584.39,SUCCESS
85,2025-01-16 22:41:57,Sensor,591.4,SUCCESS
86,2025-01-21 00:39:07,Sensor,1612.11,SUCCESS
87,2025-01-10 03:17:03,Sensor,1468.0,SUCCESS
88,2025-01-12 09:15:02,Sensor,4455.44,FAILED
89,2025-01-14 11:55:12,Web,2894.43,SUCCESS
90,2025-01-01 21:29:12,Sensor,919.53,SUCCESS
91,2025-01-26 00:13:45,ATM,2177.93,SUCCESS
92,2025-01-13 01:37:36,Web,2762.12,SUCCESS
93,2025-01-14 02:45:19,Mobile,2370.63,SUCCESS
94,2025-01-02 09:25:04,Sensor,4553.41,SUCCESS
95,2025-01-10 05:11:45,Sensor,2730.42,SUCCESS
96,2025-01-13 19:10:08,ATM,209.79,SUCCESS
97,2025-01-21 17:35:01,Sensor,1533.48,SUCCESS
98,2025-01-21 08:15:10,ATM,2106.53,FAILED
99,2025-01-17 00:55:33,Mobile,2774.02,SUCCESS
100,2025-01-01 20:59:23,Sensor,4690.18,SUCCESS
101,2025-01-10 13:46:36,Mobile,799.05,SUCCESS
102,2025-01-17 14:48:00,Sensor,1123.35,SUCCESS
103,2025-01-05 11:12:38,Mobile,1966.76,SUCCESS
104,2025-01-30 04:51:38,Sensor,2453.83,SUCCESS
105,2025-01-08 12:31:52,Sensor,4809.18,SUCCESS
106,2025-01-01 13:03:52,Web,648.38,SUCCESS
107,2025-01-23 15:07:53,Mobile,4418.56,SUCCESS
108,2025-01-05 23:07:37,Sensor,3068.06,SUCCESS
109,2025-01-28 01:02:32,Mobile,220.31,SUCCESS
110,2025-01-07 01:09:19,Web,949.22,SUCCESS
111,2025-01-13 14:27:38,Web,692.82,SUCCESS
112,2025-01-12 20:03:02,ATM,4210.1,SUCCESS
113,2025-01-12 23:49:33,Web,4149.63,SUCCESS
114,2025-01-29 12:08:29,Mobile,2254.31,FAILED
115,2025-01-25 17:09:54,ATM,1283.78,SUCCESS
116,2025-01-15 11:06:33,Sensor,4203.25,SUCCESS
117,2025-01-01 04:50:40,ATM,1112.47,SUCCESS
118,2025-01-09 17:33:51,Mobile,,SUCCESS
119,2025-01-03 14:04:49,Sensor,3954.96,SUCCESS
120,2025-01-14 20:35:21,Sensor,3473.73,SUCCESS
121,2025-01-03 07:48:12,ATM,3114.35,FAILED
122,2025-01-18 02:07:20,Web,97.68,SUCCESS
123,2025-01-08 10:02:42,Sensor,367.18,SUCCESS
124,2025-01-20 01:08:53,Web,4338.11,SUCCESS
125,2025-01-18 13:39:49,Mobile,376.16,SUCCESS
126,2025-01-18 00:03:06,Web,3596.82,SUCCESS
127,2025-01-08 23:47:21,ATM,3861.73,FAILED
128,2025-01-28 00:07:05,ATM,2819.42,SUCCESS
129,2025-01-25 09:28:11,Mobile,2273.72,SUCCESS
130,2025-01-30 16:11:08,ATM,3247.78,SUCCESS
131,2025-01-24 07:53:09,ATM,768.63,SUCCESS
132,2025-01-16 15:41:16,Mobile,1403.91,SUCCESS
133,2025-01-05 10:35:39,Web,4755.26,SUCCESS
134,2025-01-08 14:38:54,ATM,4428.78,SUCCESS
135,2025-01-14 04:15:21,Sensor,2383.08,SUCCESS
136,2025-01-06 09:14:48,Web,2474.71,SUCCESS
137,2025-01-13 13:55:56,Mobile,3920.89,SUCCESS
138,2025-01-05 13:08:46,ATM,2307.8,SUCCESS
139,2025-01-25 06:23:40,Sensor,535.57,SUCCESS
140,2025-01-23 19:01:11,ATM,648.16,SUCCESS
141,2025-01-15 08:19:53,Web,574.96,SUCCESS
142,2025-01-08 15:25:20,Mobile,2015.16,SUCCESS
143,2025-01-14 00:52:22,Sensor,2731.1,SUCCESS
144,2025-01-18 06:29:46,Web,4233.1,SUCCESS
145,2025-01-08 19:30:30,ATM,3178.85,FAILED
146,2025-01-01 11:22:42,Mobile,512.3,SUCCESS
147,2025-01-16 17:12:44,Web,1942.81,SUCCESS
148,2025-01-22 06:07:20,ATM,2213.53,SUCCESS
149,2025-01-12 15:03:43,ATM,2374.81,SUCCESS
150,2025-01-20 23:57:23,Web,4456.4,SUCCESS
151,2025-01-27 14:23:58,ATM,1424.87,SUCCESS
152,2025-01-02 11:54:08,Sensor,3951.33,SUCCESS
153,2025-01-05 03:31:04,Mobile,406.03,SUCCESS
154,2025-01-21 11:12:16,Web,16.58,SUCCESS
155,2025-01-13 19:11:47,Mobile,581.87,SUCCESS
156,2025-01-21 00:28:31,Web,1991.17,SUCCESS
157,2025-01-30 01:41:17,ATM,3336.89,SUCCESS
158,2025-01-24 13:22:58,Web,4940.99,SUCCESS
159,2025-01-09 07:35:58,Web,1054.66,SUCCESS
160,2025-01-25 00:51:49,Mobile,3522.98,SUCCESS
161,2025-01-06 04:39:39,Web,1553.81,SUCCESS
162,2025-01-26 07:11:58,Sensor,933.72,SUCCESS
163,2025-01-27 11:42:19,Sensor,1087.33,SUCCESS
164,2025-01-21 23:31:49,Sensor,2091.18,SUCCESS
165,2025-01-09 16:21:02,Sensor,3611.48,SUCCESS
166,2025-01-01 21:45:08,Web,4841.6,SUCCESS
167,2025-01-28 08:55:08,Web,2211.82,SUCCESS
168,2025-01-25 23:20:35,Mobile,1636.33,SUCCESS
169,2025-01-14 08:10:19,Mobile,444.19,SUCCESS
170,2025-01-05 05:14:55,Mobile,3824.38,SUCCESS
171,2025-01-02 21:56:06,Web,2939.94,SUCCESS
172,2025-01-27 05:30:30,Sensor,2661.39,SUCCESS
173,2025-01-19 14:01:17,Web,1100.9,SUCCESS
174,2025-01-20 09:36:33,Sensor,,SUCCESS
175,2025-01-01 13:11:33,Web,3726.58,SUCCESS
176,2025-01-03 11:29:29,Web,3237.39,SUCCESS
177,2025-01-21 03:30:28,Sensor,1904.03,SUCCESS
178,2025-01-20 01:42:52,Mobile,1157.03,SUCCESS
179,2025-01-12 14:50:02,Sensor,1838.03,SUCCESS
180,2025-01-25 15:44:39,ATM,1471.0,SUCCESS
181,2025-01-11 11:55:28,Mobile,4272.91,SUCCESS
182,2025-01-05 01:33:55,ATM,133.25,SUCCESS
183,2025-01-14 16:03:41,Web,2217.16,SUCCESS
184,2025-01-02 12:54:17,ATM,4610.04,SUCCESS
185,2025-01-16 22:27:52,Web,699.53,SUCCESS
186,2025-01-10 22:10:40,Mobile,2066.41,SUCCESS
187,2025-01-04 10:23:20,ATM,3887.01,SUCCESS
188,2025-01-08 06:06:17,Web,3216.61,SUCCESS
189,2025-01-30 19:28:31,ATM,3702.22,SUCCESS
190,2025-01-06 00:54:32,Web,4750.89,SUCCESS
191,2025-01-27 15:49:24,ATM,2819.5,SUCCESS
192,2025-01-21 08:42:45,Sensor,3723.99,SUCCESS
193,2025-01-02 01:09:21,ATM,2567.81,SUCCESS
194,2025-01-26 01:19:45,Web,3910.93,SUCCESS
195,2025-01-26 02:10:04,ATM,3692.53,SUCCESS
196,2025-01-30 03:11:12,Web,3242.72,SUCCESS
197,2025-01-22 04:10:48,ATM,4890.71,SUCCESS
198,2025-01-25 05:46:19,Web,1217.64,SUCCESS
199,2025-01-15 00:34:20,Web,725.62,SUCCESS
200,2025-01-07 04:21:44,Web,2797.72,SUCCESS
201,2025-01-09 23:07:43,Web,2818.16,SUCCESS
202,2025-01-16 01:57:07,Sensor,2877.52,SUCCESS
203,2025-01-08 16:35:22,Sensor,752.77,FAILED
204,2025-01-11 19:18:18,Web,,SUCCESS
205,2025-01-12 02:01:37,Web,3431.22,SUCCESS
206,2025-01-23 05:28:19,Sensor,4750.62,SUCCESS
207,2025-01-04 17:26:52,Web,52.49,FAILED
208,2025-01-05 22:53:56,ATM,4566.97,SUCCESS
209,2025-01-28 19:21:21,Mobile,4565.41,SUCCESS
210,2025-01-16 23:18:29,Web,2803.76,SUCCESS
211,2025-01-30 22:37:08,ATM,482.25,SUCCESS
212,2025-01-07 19:11:22,ATM,4173.51,SUCCESS
213,2025-01-26 08:05:08,Web,4672.47,SUCCESS
214,2025-01-02 14:33:07,Web,4161.04,SUCCESS
215,2025-01-17 16:00:46,Mobile,2588.73,FAILED
216,2025-01-23 19:26:24,Sensor,1580.76,SUCCESS
217,2025-01-30 01:57:16,Mobile,4049.88,SUCCESS
218,2025-01-17 18:53:22,Sensor,419.39,SUCCESS
219,2025-01-11 16:43:37,Web,1762.46,SUCCESS
220,2025-01-15 13:30:48,Sensor,4631.01,SUCCESS
221,2025-01-08 17:57:08,Sensor,2502.34,SUCCESS
222,2025-01-22 14:56:09,Sensor,1919.72,SUCCESS
223,2025-01-05 10:46:10,Sensor,1506.19,SUCCESS
224,2025-01-19 12:53:36,ATM,3696.44,SUCCESS
225,2025-01-10 21:59:48,Mobile,1880.65,SUCCESS
226,2025-01-26 19:48:39,ATM,2730.25,SUCCESS
227,2025-01-22 04:01:20,Mobile,393.12,SUCCESS
228,2025-01-08 09:12:14,Mobile,98.65,SUCCESS
229,2025-01-02 06:17:16,Sensor,4419.02,SUCCESS
230,2025-01-19 09:45:46,Sensor,3749.2,SUCCESS
231,2025-01-24 14:53:52,ATM,1718.12,SUCCESS
232,2025-01-07 23:33:06,Sensor,2453.89,SUCCESS
233,2025-01-06 23:56:39,Web,1045.67,SUCCESS
234,2025-01-20 11:53:24,Web,1166.87,FAILED
235,2025-01-20 09:23:58,Sensor,3457.62,SUCCESS
236,2025-01-15 20:15:46,ATM,3401.44,SUCCESS
237,2025-01-19 14:43:31,ATM,1768.0,SUCCESS
238,2025-01-11 10:37:33,ATM,401.7,SUCCESS
239,2025-01-28 22:13:18,Web,1738.28,SUCCESS
240,2025-01-16 07:38:07,Web,3315.48,SUCCESS
241,2025-01-12 18:53:12,Web,3776.77,SUCCESS
242,2025-01-15 00:47:30,ATM,1773.94,SUCCESS
243,2025-01-10 22:08:57,ATM,3454.94,SUCCESS
244,2025-01-11 07:15:47,Web,1983.88,SUCCESS
245,2025-01-16 11:35:41,Sensor,3046.85,SUCCESS
246,2025-01-14 12:11:44,Mobile,1763.4,SUCCESS
247,2025-01-21 20:10:42,Sensor,3445.14,SUCCESS
248,2025-01-16 11:12:41,Web,402.32,SUCCESS
249,2025-01-25 15:00:08,Sensor,4034.39,SUCCESS
250,2025-01-13 02:54:50,Web,4371.95,SUCCESS
251,2025-01-29 07:47:43,Mobile,3650.7,SUCCESS
252,2025-01-30 04:26:20,ATM,3444.36,SUCCESS
253,2025-01-06 21:17:54,Mobile,3547.95,SUCCESS
254,2025-01-25 15:21:30,ATM,3871.93,SUCCESS
255,2025-01-13 21:01:13,Sensor,3863.62,SUCCESS
256,2025-01-11 04:21:41,Mobile,3079.48,SUCCESS
257,2025-01-29 14:21:53,Mobile,1190.7,SUCCESS
258,2025-01-07 03:53:28,Web,4737.61,SUCCESS
259,2025-01-05 05:33:47,Sensor,265.13,SUCCESS
260,2025-01-11 02:08:33,Sensor,426.37,SUCCESS
261,2025-01-06 06:10:02,Web,543.76,SUCCESS
262,2025-01-02 12:23:28,Mobile,3350.12,SUCCESS
263,2025-01-19 04:27:56,ATM,1818.61,SUCCESS
264,2025-01-30 19:03:49,Mobile,3511.58,SUCCESS
265,2025-01-16 01:00:47,ATM,3964.71,FAILED
266,2025-01-18 05:17:44,Sensor,1263.17,SUCCESS
267,2025-01-07 18:24:33,Mobile,4428.62,SUCCESS
268,2025-01-18 16:18:02,Web,819.29,SUCCESS
269,2025-01-30 14:54:40,ATM,4813.61,SUCCESS
270,2025-01-10 22:17:41,Web,2824.96,SUCCESS
271,2025-01-28 03:36:15,Sensor,2542.58,SUCCESS
272,2025-01-27 03:26:01,Mobile,4133.66,SUCCESS
273,2025-01-25 04:05:19,Mobile,219.22,SUCCESS
274,2025-01-19 06:25:45,Sensor,1837.19,SUCCESS
275,2025-01-05 00:23:32,ATM,2094.44,SUCCESS
276,2025-01-23 08:50:34,ATM,3178.32,SUCCESS
277,2025-01-10 20:28:46,Mobile,4528.12,SUCCESS
278,2025-01-23 14:22:09,Web,3605.48,SUCCESS
279,2025-01-20 23:49:10,Mobile,1461.33,SUCCESS
280,2025-01-27 14:24:26,Sensor,2821.3,FAILED
281,2025-01-28 21:47:39,Mobile,1429.82,FAILED
282,2025-01-27 23:29:27,Sensor,131.67,SUCCESS
283,2025-01-13 14:36:02,ATM,4621.52,FAILED
284,2025-01-29 10:16:27,Mobile,658.0,SUCCESS
285,2025-01-27 08:46:31,Sensor,1921.5,SUCCESS
286,2025-01-08 03:44:29,Sensor,3280.45,SUCCESS
287,2025-01-05 22:11:21,Web,3877.23,SUCCESS
288,2025-01-21 17:09:47,ATM,2423.83,SUCCESS
289,2025-01-18 20:22:40,Web,1197.49,SUCCESS
290,2025-01-18 04:16:32,Mobile,952.96,SUCCESS
291,2025-01-14 16:55:31,Sensor,105.73,SUCCESS
292,2025-01-20 16:08:17,Sensor,3874.57,SUCCESS
293,2025-01-16 02:07:32,Mobile,2791.69,SUCCESS
294,2025-01-12 06:24:17,ATM,746.95,SUCCESS
295,2025-01-06 04:45:17,Web,2772.41,SUCCESS
296,2025-01-12 10:31:12,Mobile,3996.27,SUCCESS
297,2025-01-09 03:36:16,Sensor,348.8,SUCCESS
298,2025-01-25 05:39:33,Mobile,4937.59,SUCCESS
299,2025-01-11 20:46:13,ATM,2927.92,SUCCESS
300,2025-01-08 04:40:26,Web,1053.48,SUCCESS
301,2025-01-23 14:17:42,Mobile,1211.87,SUCCESS
302,2025-01-04 06:40:01,Mobile,3520.66,SUCCESS
303,2025-01-23 17:12:04,Web,2523.23,SUCCESS
304,2025-01-06 15:48:11,Sensor,3635.28,SUCCESS
305,2025-01-13 03:54:30,Mobile,2955.07,SUCCESS
306,2025-01-12 05:17:37,Mobile,3620.63,SUCCESS
307,2025-01-17 03:00:28,Mobile,4258.99,SUCCESS
308,2025-01-11 04:48:18,Mobile,2642.22,SUCCESS
309,2025-01-04 16:22:25,Web,4245.23,SUCCESS
310,2025-01-28 11:35:53,ATM,174.5,SUCCESS
311,2025-01-17 05:53:43,Sensor,2594.72,SUCCESS
312,2025-01-26 19:35:17,Sensor,3234.44,SUCCESS
313,2025-01-06 15:21:57,Mobile,3306.36,SUCCESS
314,2025-01-30 12:27:56,ATM,4528.36,SUCCESS
315,2025-01-25 11:41:50,Web,1431.08,SUCCESS
316,2025-01-02 05:23:56,Mobile,816.15,SUCCESS
317,2025-01-17 22:53:27,Mobile,3695.44,SUCCESS
318,2025-01-27 16:21:05,Sensor,1487.95,SUCCESS
319,2025-01-14 07:17:49,Sensor,345.05,SUCCESS
320,2025-01-19 00:30:24,Web,3722.51,SUCCESS
321,2025-01-19 01:35:43,Web,4922.81,SUCCESS
322,2025-01-12 00:44:59,ATM,1476.35,FAILED
323,2025-01-14 20:10:52,Mobile,,SUCCESS
324,2025-01-28 04:25:03,Mobile,4778.38,SUCCESS
325,2025-01-14 18:13:39,Sensor,3331.83,SUCCESS
326,2025-01-11 07:39:04,Web,1856.39,SUCCESS
327,2025-01-04 14:45:14,Mobile,2283.02,SUCCESS
328,2025-01-21 05:26:17,Mobile,1144.95,SUCCESS
329,2025-01-20 06:37:44,Sensor,1450.34,SUCCESS
330,2025-01-27 07:39:36,Web,1809.36,SUCCESS
331,2025-01-30 09:43:17,Web,2081.33,SUCCESS
332,2025-01-09 22:33:04,Mobile,3407.33,FAILED
333,2025-01-24 12:28:56,ATM,1279.02,FAILED
334,2025-01-23 09:02:12,Mobile,4687.34,SUCCESS
335,2025-01-17 06:20:24,Sensor,3132.2,SUCCESS
336,2025-01-12 11:03:39,Web,3021.47,SUCCESS
337,2025-01-01 01:28:25,Sensor,934.54,SUCCESS
338,2025-01-26 02:13:48,Web,4193.84,SUCCESS
339,2025-01-27 14:56:27,Web,2505.55,FAILED
340,2025-01-30 17:55:29,Mobile,1424.15,SUCCESS
341,2025-01-29 00:38:22,Mobile,2472.06,SUCCESS
342,2025-01-19 05:30:52,Mobile,3532.86,SUCCESS
343,2025-01-30 18:57:15,ATM,1783.75,SUCCESS
344,2025-01-11 06:40:51,Mobile,2929.69,SUCCESS
345,2025-01-11 05:43:04,Sensor,4666.71,SUCCESS
346,2025-01-09 20:30:43,ATM,3661.25,SUCCESS
347,2025-01-06 19:34:06,ATM,2739.91,SUCCESS
348,2025-01-24 00:22:25,Sensor,3453.65,SUCCESS
349,2025-01-25 17:23:20,Sensor,696.38,SUCCESS
350,2025-01-07 11:00:46,Sensor,281.54,SUCCESS
351,2025-01-09 18:33:32,Mobile,62.27,SUCCESS
352,2025-01-10 19:38:49,Web,3881.87,FAILED
353,2025-01-28 22:17:34,ATM,3588.02,SUCCESS
354,2025-01-24 19:15:47,Web,3154.51,SUCCESS
355,2025-01-06 05:32:31,Sensor,1210.38,SUCCESS
356,2025-01-16 10:38:24,Mobile,4063.93,SUCCESS
357,2025-01-25 09:09:11,Sensor,265.65,SUCCESS
358,2025-01-20 22:53:33,Mobile,2970.41,SUCCESS
359,2025-01-30 02:05:03,ATM,3135.22,SUCCESS
360,2025-01-20 22:58:11,ATM,4339.89,SUCCESS
361,2025-01-28 03:51:00,Sensor,4336.7,SUCCESS
362,2025-01-08 13:43:41,ATM,94.1,SUCCESS
363,2025-01-07 23:45:54,Sensor,2472.94,SUCCESS
364,2025-01-16 05:40:34,Web,302.98,SUCCESS
365,2025-01-08 08:47:11,Sensor,2353.43,SUCCESS
366,2025-01-20 13:11:36,Sensor,3500.39,SUCCESS
367,2025-01-15 20:40:34,ATM,4150.81,SUCCESS
368,2025-01-18 23:29:44,Web,4533.37,SUCCESS
369,2025-01-14 01:34:26,Sensor,4479.59,SUCCESS
370,2025-01-30 17:22:21,Mobile,4691.52,SUCCESS
371,2025-01-12 01:52:24,Sensor,382.7,SUCCESS
372,2025-01-21 07:16:07,Web,1238.86,SUCCESS
373,2025-01-15 08:17:37,Mobile,135.21,SUCCESS
374,2025-01-23 08:47:23,Web,680.78,SUCCESS
375,2025-01-10 13:34:10,Mobile,740.52,SUCCESS
376,2025-01-30 06:36:59,Mobile,3977.78,SUCCESS
377,2025-01-02 05:23:15,ATM,705.86,SUCCESS
378,2025-01-14 19:55:53,Mobile,3073.47,SUCCESS
379,2025-01-21 09:51:11,Sensor,2436.2,SUCCESS
380,2025-01-28 18:39:35,Web,3423.54,SUCCESS
381,2025-01-18 00:06:58,Mobile,510.25,SUCCESS
382,2025-01-17 00:51:51,ATM,2518.72,SUCCESS
383,2025-01-12 03:20:25,ATM,1018.67,SUCCESS
384,2025-01-06 03:29:58,Mobile,3601.92,FAILED
385,2025-01-03 13:04:48,Mobile,2090.44,SUCCESS
386,2025-01-21 11:02:10,ATM,899.92,SUCCESS
387,2025-01-02 16:14:40,Web,4112.5,SUCCESS
388,2025-01-20 04:07:04,ATM,3912.79,SUCCESS
389,2025-01-16 09:40:58,ATM,3754.62,SUCCESS
390,2025-01-11 23:52:52,Web,4335.69,SUCCESS
391,2025-01-21 18:51:01,Mobile,2496.58,SUCCESS
392,2025-01-14 05:01:08,ATM,4321.52,SUCCESS
393,2025-01-04 19:29:55,ATM,2040.61,SUCCESS
394,2025-01-21 19:04:20,Mobile,371.83,SUCCESS
395,2025-01-22 17:18:22,Web,1060.33,SUCCESS
396,2025-01-26 20:57:31,Sensor,3948.94,SUCCESS
397,2025-01-14 22:18:06,Sensor,3400.1,SUCCESS
398,2025-01-09 08:29:08,Web,1200.42,SUCCESS
399,2025-01-09 06:13:42,ATM,4552.67,SUCCESS
400,2025-01-23 04:38:04,Web,2423.01,SUCCESS
401,2025-01-06 13:56:53,Sensor,1533.16,SUCCESS
402,2025-01-08 08:13:49,ATM,1665.51,SUCCESS
403,2025-01-03 08:02:43,ATM,794.42,SUCCESS
404,2025-01-03 20:45:59,ATM,1467.95,SUCCESS
405,2025-01-25 05:21:38,ATM,1203.28,SUCCESS
406,2025-01-18 04:10:05,ATM,2933.09,SUCCESS
407,2025-01-02 18:26:12,ATM,37.69,SUCCESS
408,2025-01-25 18:03:43,Mobile,1669.11,SUCCESS
409,2025-01-14 08:10:38,Mobile,192.4,SUCCESS
410,2025-01-04 11:45:44,Sensor,972.61,SUCCESS
411,2025-01-26 08:08:25,Mobile,3318.74,FAILED
412,2025-01-14 08:07:17,ATM,2804.98,SUCCESS
413,2025-01-26 08:29:33,Mobile,4632.75,SUCCESS
414,2025-01-30 00:20:08,Web,4222.02,SUCCESS
415,2025-01-15 03:40:13,ATM,2890.72,SUCCESS
416,2025-01-13 08:48:59,Sensor,2898.05,SUCCESS
417,2025-01-13 00:30:20,Mobile,2774.05,SUCCESS
418,2025-01-18 02:30:17,Web,2657.24,SUCCESS
419,2025-01-13 10:22:44,Web,668.88,SUCCESS
420,2025-01-15 04:49:14,Sensor,3215.75,SUCCESS
421,2025-01-03 12:54:17,ATM,3821.86,SUCCESS
422,2025-01-15 10:54:38,Web,522.93,SUCCESS
423,2025-01-14 23:57:31,ATM,3558.97,SUCCESS
424,2025-01-19 21:04:20,Sensor,1051.27,SUCCESS
425,2025-01-06 03:17:42,Mobile,2229.64,SUCCESS
426,2025-01-30 10:30:58,Sensor,2748.85,SUCCESS
427,2025-01-23 17:43:38,Web,3891.36,SUCCESS
428,2025-01-03 06:18:14,Sensor,3592.46,SUCCESS
429,2025-01-14 06:55:25,Mobile,4518.28,SUCCESS
430,2025-01-20 00:10:54,Web,1978.04,SUCCESS
431,2025-01-04 01:05:48,ATM,2884.63,SUCCESS
432,2025-01-28 09:37:07,Mobile,3129.62,SUCCESS
433,2025-01-12 04:03:55,Mobile,2473.95,SUCCESS
434,2025-01-05 06:59:45,Mobile,2642.37,SUCCESS
435,2025-01-13 16:44:57,Web,4716.15,SUCCESS
436,2025-01-28 09:13:56,Web,4883.39,SUCCESS
437,2025-01-27 01:36:06,Mobile,3044.63,SUCCESS
438,2025-01-19 04:44:12,Mobile,4154.9,SUCCESS
439,2025-01-01 15:14:57,ATM,4208.64,SUCCESS
440,2025-01-23 20:50:15,Mobile,2811.21,SUCCESS
441,2025-01-18 01:43:45,ATM,1142.06,SUCCESS
442,2025-01-15 20:43:16,Mobile,2122.77,SUCCESS
443,2025-01-12 02:48:36,Mobile,50.57,SUCCESS
444,2025-01-22 18:57:30,Web,1034.79,SUCCESS
445,2025-01-30 20:01:48,Mobile,236.96,SUCCESS
446,2025-01-21 19:29:33,ATM,3548.65,SUCCESS
447,2025-01-03 13:15:05,Sensor,1363.77,SUCCESS
448,2025-01-14 11:09:31,Web,2176.71,SUCCESS
449,2025-01-14 13:30:49,Sensor,2348.96,SUCCESS
450,2025-01-07 05:07:24,Mobile,353.31,SUCCESS
451,2025-01-27 11:14:47,Mobile,1814.63,SUCCESS
